,origin,destination,treq,tdep,ttrav,tarr,tdrop,dist,pax_id,platform
2392,175661623,46304199,2020-10-02 10:15:56.198411,,0 days 00:55:51.000000000,2020-10-02 11:11:47.198411,,3351,2392,0
439,46271711,46382129,2020-10-02 10:16:04.198411,,0 days 01:10:01.000000000,2020-10-02 11:26:05.198411,,4201,439,0
3083,4333085459,1587126024,2020-10-02 10:16:04.198411,,0 days 02:28:53.000000000,2020-10-02 12:44:57.198411,,8933,3083,0
1371,46285248,46390959,2020-10-02 10:16:07.198411,,0 days 01:18:59.000000000,2020-10-02 11:35:06.198411,,4739,1371,0
1488,46316302,46378182,2020-10-02 10:16:13.198411,,0 days 00:36:29.000000000,2020-10-02 10:52:42.198411,,2189,1488,0
1235,46332487,46374658,2020-10-02 10:16:15.198411,,0 days 00:22:34.000000000,2020-10-02 10:38:49.198411,,1354,1235,0
1384,6654041448,46362980,2020-10-02 10:16:15.198411,,0 days 01:06:04.000000000,2020-10-02 11:22:19.198411,,3964,1384,0
2691,46409649,90098482,2020-10-02 10:16:16.198411,,0 days 01:31:58.000000000,2020-10-02 11:48:14.198411,,5518,2691,0
1431,297096559,46356295,2020-10-02 10:16:26.198411,,0 days 00:46:29.000000000,2020-10-02 11:02:55.198411,,2789,1431,0
608,46519472,6949114037,2020-10-02 10:16:28.198411,,0 days 02:17:04.000000000,2020-10-02 12:33:32.198411,,8224,608,0
2901,46447303,46403159,2020-10-02 10:16:29.198411,,0 days 00:26:57.000000000,2020-10-02 10:43:26.198411,,1617,2901,0
211,46279693,5139580896,2020-10-02 10:16:32.198411,,0 days 01:42:58.000000000,2020-10-02 11:59:30.198411,,6178,211,0
2921,46247754,2400161648,2020-10-02 10:16:44.198411,,0 days 02:15:07.000000000,2020-10-02 12:31:51.198411,,8107,2921,0
142,4924587492,46388666,2020-10-02 10:16:48.198411,,0 days 00:47:34.000000000,2020-10-02 11:04:22.198411,,2854,142,0
2960,46429658,46404332,2020-10-02 10:16:49.198411,,0 days 00:35:58.000000000,2020-10-02 10:52:47.198411,,2158,2960,0
2256,46345520,46380737,2020-10-02 10:16:50.198411,,0 days 00:45:27.000000000,2020-10-02 11:02:17.198411,,2727,2256,0
651,46544970,46424805,2020-10-02 10:17:09.198411,,0 days 02:34:31.000000000,2020-10-02 12:51:40.198411,,9271,651,0
1327,46303214,2296170442,2020-10-02 10:17:11.198411,,0 days 00:41:43.000000000,2020-10-02 10:58:54.198411,,2503,1327,0
2104,46286673,46397480,2020-10-02 10:17:18.198411,,0 days 01:09:09.000000000,2020-10-02 11:26:27.198411,,4149,2104,0
2867,46431088,46427364,2020-10-02 10:17:20.198411,,0 days 00:21:37.000000000,2020-10-02 10:38:57.198411,,1297,2867,0
515,46345067,46350787,2020-10-02 10:17:23.198411,,0 days 01:02:20.000000000,2020-10-02 11:19:43.198411,,3740,515,0
404,46370194,2352244625,2020-10-02 10:17:30.198411,,0 days 00:12:59.000000000,2020-10-02 10:30:29.198411,,779,404,0
621,46391902,27471867,2020-10-02 10:17:30.198411,,0 days 00:15:29.000000000,2020-10-02 10:32:59.198411,,929,621,0
788,31296271,46403876,2020-10-02 10:17:31.198411,,0 days 00:50:40.000000000,2020-10-02 11:08:11.198411,,3040,788,0
2581,46311782,46286680,2020-10-02 10:17:32.198411,,0 days 01:28:27.000000000,2020-10-02 11:45:59.198411,,5307,2581,0
795,46285451,6949114037,2020-10-02 10:17:34.198411,,0 days 00:51:33.000000000,2020-10-02 11:09:07.198411,,3093,795,0
715,46403391,46459032,2020-10-02 10:17:42.198411,,0 days 00:32:44.000000000,2020-10-02 10:50:26.198411,,1964,715,0
1273,46402805,6960844750,2020-10-02 10:17:43.198411,,0 days 01:45:38.000000000,2020-10-02 12:03:21.198411,,6338,1273,0
3046,46456846,46349202,2020-10-02 10:17:44.198411,,0 days 01:47:28.000000000,2020-10-02 12:05:12.198411,,6448,3046,0
1099,46343829,46398978,2020-10-02 10:17:44.198411,,0 days 00:58:23.000000000,2020-10-02 11:16:07.198411,,3503,1099,0
773,1966406024,7602619098,2020-10-02 10:17:46.198411,,0 days 02:05:44.000000000,2020-10-02 12:23:30.198411,,7544,773,0
1136,46376376,46412622,2020-10-02 10:17:50.198411,,0 days 00:45:07.000000000,2020-10-02 11:02:57.198411,,2707,1136,0
1457,46307351,46422571,2020-10-02 10:17:59.198411,,0 days 02:21:39.000000000,2020-10-02 12:39:38.198411,,8499,1457,0
2049,2300846515,46396254,2020-10-02 10:17:59.198411,,0 days 00:13:17.000000000,2020-10-02 10:31:16.198411,,797,2049,0
7,46346209,46337430,2020-10-02 10:18:06.198411,,0 days 01:27:58.000000000,2020-10-02 11:46:04.198411,,5278,7,0
2307,46327288,46421802,2020-10-02 10:18:10.198411,,0 days 01:07:19.000000000,2020-10-02 11:25:29.198411,,4039,2307,0
1932,46343002,46355204,2020-10-02 10:18:10.198411,,0 days 00:08:57.000000000,2020-10-02 10:27:07.198411,,537,1932,0
2583,2772719483,1746135649,2020-10-02 10:18:14.198411,,0 days 00:23:42.000000000,2020-10-02 10:41:56.198411,,1422,2583,0
1736,1826095765,46304949,2020-10-02 10:18:23.198411,,0 days 01:20:16.000000000,2020-10-02 11:38:39.198411,,4816,1736,0
776,46432931,46398632,2020-10-02 10:18:24.198411,,0 days 01:04:28.000000000,2020-10-02 11:22:52.198411,,3868,776,0
1062,1432668024,46391320,2020-10-02 10:18:27.198411,,0 days 01:11:09.000000000,2020-10-02 11:29:36.198411,,4269,1062,0
341,46407302,7042617201,2020-10-02 10:18:30.198411,,0 days 00:45:31.000000000,2020-10-02 11:04:01.198411,,2731,341,0
3017,46478963,46334705,2020-10-02 10:18:32.198411,,0 days 02:46:45.000000000,2020-10-02 13:05:17.198411,,10005,3017,0
1798,46352078,5830440708,2020-10-02 10:18:40.198411,,0 days 00:18:37.000000000,2020-10-02 10:37:17.198411,,1117,1798,0
1775,46356276,1221182557,2020-10-02 10:18:42.198411,,0 days 00:47:46.000000000,2020-10-02 11:06:28.198411,,2866,1775,0
3044,46295564,46380734,2020-10-02 10:18:49.198411,,0 days 01:24:28.000000000,2020-10-02 11:43:17.198411,,5068,3044,0
3029,2016733964,46432875,2020-10-02 10:18:49.198411,,0 days 02:21:35.000000000,2020-10-02 12:40:24.198411,,8495,3029,0
2065,46267830,46404816,2020-10-02 10:19:12.198411,,0 days 01:58:41.000000000,2020-10-02 12:17:53.198411,,7121,2065,0
2736,46533022,4639694258,2020-10-02 10:19:12.198411,,0 days 01:28:13.000000000,2020-10-02 11:47:25.198411,,5293,2736,0
11,46285911,46412439,2020-10-02 10:19:21.198411,,0 days 01:30:54.000000000,2020-10-02 11:50:15.198411,,5454,11,0
1781,988914103,7191859100,2020-10-02 10:19:25.198411,,0 days 02:12:46.000000000,2020-10-02 12:32:11.198411,,7966,1781,0
2680,331854558,46447569,2020-10-02 10:19:25.198411,,0 days 00:55:31.000000000,2020-10-02 11:14:56.198411,,3331,2680,0
1030,46361994,753831598,2020-10-02 10:19:25.198411,,0 days 01:23:08.000000000,2020-10-02 11:42:33.198411,,4988,1030,0
1331,46402716,46357388,2020-10-02 10:19:28.198411,,0 days 01:35:40.000000000,2020-10-02 11:55:08.198411,,5740,1331,0
2502,748723141,284809865,2020-10-02 10:19:28.198411,,0 days 01:39:47.000000000,2020-10-02 11:59:15.198411,,5987,2502,0
1889,287775057,1291616898,2020-10-02 10:19:29.198411,,0 days 01:07:02.000000000,2020-10-02 11:26:31.198411,,4022,1889,0
2165,46364818,2311109603,2020-10-02 10:19:30.198411,,0 days 00:32:48.000000000,2020-10-02 10:52:18.198411,,1968,2165,0
2673,31240665,46384645,2020-10-02 10:19:38.198411,,0 days 00:31:09.000000000,2020-10-02 10:50:47.198411,,1869,2673,0
2023,2103982619,46362280,2020-10-02 10:19:39.198411,,0 days 01:31:34.000000000,2020-10-02 11:51:13.198411,,5494,2023,0
2141,46379359,46427678,2020-10-02 10:19:46.198411,,0 days 00:47:45.000000000,2020-10-02 11:07:31.198411,,2865,2141,0
3183,46385545,46357388,2020-10-02 10:19:50.198411,,0 days 01:49:28.000000000,2020-10-02 12:09:18.198411,,6568,3183,0
769,46373209,46393080,2020-10-02 10:19:55.198411,,0 days 00:31:08.000000000,2020-10-02 10:51:03.198411,,1868,769,0
2622,46312862,46363868,2020-10-02 10:19:57.198411,,0 days 00:30:11.000000000,2020-10-02 10:50:08.198411,,1811,2622,0
1933,46374243,7638635972,2020-10-02 10:19:59.198411,,0 days 01:13:26.000000000,2020-10-02 11:33:25.198411,,4406,1933,0
2947,46231426,3300743905,2020-10-02 10:20:01.198411,,0 days 00:53:55.000000000,2020-10-02 11:13:56.198411,,3235,2947,0
93,1248369453,3294946428,2020-10-02 10:20:11.198411,,0 days 01:15:12.000000000,2020-10-02 11:35:23.198411,,4512,93,0
2354,46407302,2020233448,2020-10-02 10:20:16.198411,,0 days 00:40:18.000000000,2020-10-02 11:00:34.198411,,2418,2354,0
2123,46390032,46421834,2020-10-02 10:20:17.198411,,0 days 00:30:33.000000000,2020-10-02 10:50:50.198411,,1833,2123,0
3039,46306704,46386454,2020-10-02 10:20:24.198411,,0 days 01:34:50.000000000,2020-10-02 11:55:14.198411,,5690,3039,0
2429,3845397049,46408005,2020-10-02 10:20:42.198411,,0 days 02:25:48.000000000,2020-10-02 12:46:30.198411,,8748,2429,0
1263,46473682,3185222148,2020-10-02 10:20:42.198411,,0 days 01:23:26.000000000,2020-10-02 11:44:08.198411,,5006,1263,0
1344,46219388,6659344866,2020-10-02 10:20:55.198411,,0 days 01:05:55.000000000,2020-10-02 11:26:50.198411,,3955,1344,0
1468,46361247,46422430,2020-10-02 10:20:55.198411,,0 days 00:54:50.000000000,2020-10-02 11:15:45.198411,,3290,1468,0
96,46286538,46383899,2020-10-02 10:20:58.198411,,0 days 01:05:22.000000000,2020-10-02 11:26:20.198411,,3922,96,0
309,46407193,4625767591,2020-10-02 10:21:08.198411,,0 days 01:33:19.000000000,2020-10-02 11:54:27.198411,,5599,309,0
2067,46411953,2298641921,2020-10-02 10:21:08.198411,,0 days 00:39:49.000000000,2020-10-02 11:00:57.198411,,2389,2067,0
223,46399060,46349435,2020-10-02 10:21:17.198411,,0 days 01:08:27.000000000,2020-10-02 11:29:44.198411,,4107,223,0
1774,46419150,46381685,2020-10-02 10:21:23.198411,,0 days 00:41:25.000000000,2020-10-02 11:02:48.198411,,2485,1774,0
2491,46440551,46380093,2020-10-02 10:21:24.198411,,0 days 01:14:54.000000000,2020-10-02 11:36:18.198411,,4494,2491,0
2776,46353702,1069320476,2020-10-02 10:21:25.198411,,0 days 01:03:34.000000000,2020-10-02 11:24:59.198411,,3814,2776,0
1907,46278724,46360216,2020-10-02 10:21:32.198411,,0 days 01:06:53.000000000,2020-10-02 11:28:25.198411,,4013,1907,0
1791,520376452,46319566,2020-10-02 10:21:32.198411,,0 days 02:31:43.000000000,2020-10-02 12:53:15.198411,,9103,1791,0
2519,4799100462,46325897,2020-10-02 10:21:32.198411,,0 days 01:58:08.000000000,2020-10-02 12:19:40.198411,,7088,2519,0
3027,46418254,798909747,2020-10-02 10:21:32.198411,,0 days 01:18:48.000000000,2020-10-02 11:40:20.198411,,4728,3027,0
259,46277216,2296492123,2020-10-02 10:21:54.198411,,0 days 01:00:35.000000000,2020-10-02 11:22:29.198411,,3635,259,0
1540,46441800,46394370,2020-10-02 10:21:57.198411,,0 days 00:29:59.000000000,2020-10-02 10:51:56.198411,,1799,1540,0
3087,46389311,46408004,2020-10-02 10:22:01.198411,,0 days 01:09:02.000000000,2020-10-02 11:31:03.198411,,4142,3087,0
503,46393690,46444472,2020-10-02 10:22:02.198411,,0 days 01:06:23.000000000,2020-10-02 11:28:25.198411,,3983,503,0
2161,2296494806,46433459,2020-10-02 10:22:04.198411,,0 days 01:16:31.000000000,2020-10-02 11:38:35.198411,,4591,2161,0
2348,1438386566,2300846515,2020-10-02 10:22:08.198411,,0 days 01:40:44.000000000,2020-10-02 12:02:52.198411,,6044,2348,0
1472,46260176,2297714226,2020-10-02 10:22:11.198411,,0 days 01:12:35.000000000,2020-10-02 11:34:46.198411,,4355,1472,0
2742,46312301,46420912,2020-10-02 10:22:27.198411,,0 days 01:14:22.000000000,2020-10-02 11:36:49.198411,,4462,2742,0
2403,46329414,46318128,2020-10-02 10:22:41.198411,,0 days 01:25:53.000000000,2020-10-02 11:48:34.198411,,5153,2403,0
2154,1525016351,2020569166,2020-10-02 10:22:41.198411,,0 days 01:32:37.000000000,2020-10-02 11:55:18.198411,,5557,2154,0
185,46394792,46408563,2020-10-02 10:22:41.198411,,0 days 00:58:40.000000000,2020-10-02 11:21:21.198411,,3520,185,0
1991,1297232281,4639694258,2020-10-02 10:22:52.198411,,0 days 00:46:18.000000000,2020-10-02 11:09:10.198411,,2778,1991,0
912,46368850,2308176052,2020-10-02 10:22:52.198411,,0 days 00:11:53.000000000,2020-10-02 10:34:45.198411,,713,912,0
1173,46397530,7602862099,2020-10-02 10:23:00.198411,,0 days 00:54:11.000000000,2020-10-02 11:17:11.198411,,3251,1173,0
470,7325122869,46400705,2020-10-02 10:23:03.198411,,0 days 01:02:25.000000000,2020-10-02 11:25:28.198411,,3745,470,0
2900,46540833,46379627,2020-10-02 10:23:04.198411,,0 days 02:43:03.000000000,2020-10-02 13:06:07.198411,,9783,2900,0
2021,283619939,46363201,2020-10-02 10:23:05.198411,,0 days 01:53:32.000000000,2020-10-02 12:16:37.198411,,6812,2021,0
1829,46352838,4611724856,2020-10-02 10:23:06.198411,,0 days 01:18:19.000000000,2020-10-02 11:41:25.198411,,4699,1829,0
2329,7883037222,175661628,2020-10-02 10:23:12.198411,,0 days 01:40:00.000000000,2020-10-02 12:03:12.198411,,6000,2329,0
1291,46445257,46199039,2020-10-02 10:23:16.198411,,0 days 02:01:58.000000000,2020-10-02 12:25:14.198411,,7318,1291,0
156,46431628,1587126027,2020-10-02 10:23:21.198411,,0 days 00:33:00.000000000,2020-10-02 10:56:21.198411,,1980,156,0
1563,2772719495,46421259,2020-10-02 10:23:23.198411,,0 days 00:30:14.000000000,2020-10-02 10:53:37.198411,,1814,1563,0
400,46436689,46445680,2020-10-02 10:23:32.198411,,0 days 00:52:57.000000000,2020-10-02 11:16:29.198411,,3177,400,0
2439,46411953,46341586,2020-10-02 10:23:32.198411,,0 days 00:45:56.000000000,2020-10-02 11:09:28.198411,,2756,2439,0
2977,46359489,46355285,2020-10-02 10:23:48.198411,,0 days 00:04:36.000000000,2020-10-02 10:28:24.198411,,276,2977,0
1185,798747237,46406646,2020-10-02 10:23:51.198411,,0 days 01:28:28.000000000,2020-10-02 11:52:19.198411,,5308,1185,0
3037,6960792109,46407158,2020-10-02 10:23:52.198411,,0 days 00:48:15.000000000,2020-10-02 11:12:07.198411,,2895,3037,0
42,46475561,46339631,2020-10-02 10:23:58.198411,,0 days 01:11:52.000000000,2020-10-02 11:35:50.198411,,4312,42,0
1574,46405314,3185290420,2020-10-02 10:24:00.198411,,0 days 00:11:05.000000000,2020-10-02 10:35:05.198411,,665,1574,0
3058,46298145,7042607646,2020-10-02 10:24:02.198411,,0 days 00:55:33.000000000,2020-10-02 11:19:35.198411,,3333,3058,0
161,46419761,2311089625,2020-10-02 10:24:05.198411,,0 days 01:41:07.000000000,2020-10-02 12:05:12.198411,,6067,161,0
2171,46254897,46386454,2020-10-02 10:24:08.198411,,0 days 01:15:36.000000000,2020-10-02 11:39:44.198411,,4536,2171,0
2678,46436168,46409649,2020-10-02 10:24:10.198411,,0 days 01:26:12.000000000,2020-10-02 11:50:22.198411,,5172,2678,0
933,46436120,46406591,2020-10-02 10:24:15.198411,,0 days 00:27:18.000000000,2020-10-02 10:51:33.198411,,1638,933,0
265,46380582,175661628,2020-10-02 10:24:17.198411,,0 days 00:21:59.000000000,2020-10-02 10:46:16.198411,,1319,265,0
1646,46383046,2308176052,2020-10-02 10:24:33.198411,,0 days 00:48:03.000000000,2020-10-02 11:12:36.198411,,2883,1646,0
2427,46319842,46330933,2020-10-02 10:24:35.198411,,0 days 00:51:41.000000000,2020-10-02 11:16:16.198411,,3101,2427,0
2361,46448678,5836950136,2020-10-02 10:24:36.198411,,0 days 00:53:32.000000000,2020-10-02 11:18:08.198411,,3212,2361,0
2777,46414738,46398946,2020-10-02 10:24:37.198411,,0 days 01:27:13.000000000,2020-10-02 11:51:50.198411,,5233,2777,0
415,46374077,343262963,2020-10-02 10:24:38.198411,,0 days 00:59:45.000000000,2020-10-02 11:24:23.198411,,3585,415,0
2944,46359751,46376866,2020-10-02 10:24:41.198411,,0 days 00:18:23.000000000,2020-10-02 10:43:04.198411,,1103,2944,0
290,2054127647,46271811,2020-10-02 10:24:56.198411,,0 days 01:36:24.000000000,2020-10-02 12:01:20.198411,,5784,290,0
3154,6680305516,46330376,2020-10-02 10:24:57.198411,,0 days 01:42:06.000000000,2020-10-02 12:07:03.198411,,6126,3154,0
3127,46327394,46390638,2020-10-02 10:25:00.198411,,0 days 02:17:06.000000000,2020-10-02 12:42:06.198411,,8226,3127,0
1562,258421441,84637349,2020-10-02 10:25:08.198411,,0 days 00:47:56.000000000,2020-10-02 11:13:04.198411,,2876,1562,0
1833,46422040,2311109634,2020-10-02 10:25:20.198411,,0 days 01:26:16.000000000,2020-10-02 11:51:36.198411,,5176,1833,0
914,46212063,46339322,2020-10-02 10:25:22.198411,,0 days 01:07:17.000000000,2020-10-02 11:32:39.198411,,4037,914,0
3099,46407193,46333886,2020-10-02 10:25:23.198411,,0 days 02:11:45.000000000,2020-10-02 12:37:08.198411,,7905,3099,0
2972,417964568,46389846,2020-10-02 10:25:28.198411,,0 days 01:35:43.000000000,2020-10-02 12:01:11.198411,,5743,2972,0
587,46300931,2021881776,2020-10-02 10:25:41.198411,,0 days 00:45:30.000000000,2020-10-02 11:11:11.198411,,2730,587,0
2199,46502321,46422772,2020-10-02 10:25:48.198411,,0 days 02:16:28.000000000,2020-10-02 12:42:16.198411,,8188,2199,0
2878,46257572,1546531945,2020-10-02 10:25:49.198411,,0 days 00:11:17.000000000,2020-10-02 10:37:06.198411,,677,2878,0
2189,46464681,46424451,2020-10-02 10:25:50.198411,,0 days 01:06:36.000000000,2020-10-02 11:32:26.198411,,3996,2189,0
2280,46429238,1587126023,2020-10-02 10:25:52.198411,,0 days 01:32:07.000000000,2020-10-02 11:57:59.198411,,5527,2280,0
2055,2101786750,46318716,2020-10-02 10:26:03.198411,,0 days 00:48:29.000000000,2020-10-02 11:14:32.198411,,2909,2055,0
2242,2302860462,2311169615,2020-10-02 10:26:07.198411,,0 days 00:22:19.000000000,2020-10-02 10:48:26.198411,,1339,2242,0
540,1057816391,46380093,2020-10-02 10:26:10.198411,,0 days 00:51:14.000000000,2020-10-02 11:17:24.198411,,3074,540,0
1288,46349945,46320805,2020-10-02 10:26:21.198411,,0 days 00:43:43.000000000,2020-10-02 11:10:04.198411,,2623,1288,0
1482,46344934,46372557,2020-10-02 10:26:26.198411,,0 days 00:28:45.000000000,2020-10-02 10:55:11.198411,,1725,1482,0
2645,1765623969,46357364,2020-10-02 10:26:26.198411,,0 days 01:50:32.000000000,2020-10-02 12:16:58.198411,,6632,2645,0
2941,46401323,46354113,2020-10-02 10:26:27.198411,,0 days 00:28:54.000000000,2020-10-02 10:55:21.198411,,1734,2941,0
1358,46476750,2311168469,2020-10-02 10:26:27.198411,,0 days 01:37:30.000000000,2020-10-02 12:03:57.198411,,5850,1358,0
1626,46436643,5828012922,2020-10-02 10:26:28.198411,,0 days 00:41:24.000000000,2020-10-02 11:07:52.198411,,2484,1626,0
2492,46325381,46317817,2020-10-02 10:26:39.198411,,0 days 01:32:13.000000000,2020-10-02 11:58:52.198411,,5533,2492,0
2474,46374077,7042617202,2020-10-02 10:26:41.198411,,0 days 00:13:55.000000000,2020-10-02 10:40:36.198411,,835,2474,0
2797,46296816,297095265,2020-10-02 10:26:47.198411,,0 days 01:12:52.000000000,2020-10-02 11:39:39.198411,,4372,2797,0
592,46287095,2601021023,2020-10-02 10:26:55.198411,,0 days 01:53:38.000000000,2020-10-02 12:20:33.198411,,6818,592,0
2909,46326815,46176231,2020-10-02 10:27:00.198411,,0 days 01:41:47.000000000,2020-10-02 12:08:47.198411,,6107,2909,0
2136,46364922,2311169615,2020-10-02 10:27:00.198411,,0 days 01:00:08.000000000,2020-10-02 11:27:08.198411,,3608,2136,0
1094,7638635977,2020569141,2020-10-02 10:27:01.198411,,0 days 01:06:53.000000000,2020-10-02 11:33:54.198411,,4013,1094,0
2558,46342707,5828012924,2020-10-02 10:27:11.198411,,0 days 00:32:22.000000000,2020-10-02 10:59:33.198411,,1942,2558,0
1434,46298530,46369368,2020-10-02 10:27:15.198411,,0 days 01:20:22.000000000,2020-10-02 11:47:37.198411,,4822,1434,0
1118,2400161649,5828012921,2020-10-02 10:27:20.198411,,0 days 00:14:27.000000000,2020-10-02 10:41:47.198411,,867,1118,0
1518,7223715072,154528006,2020-10-02 10:27:20.198411,,0 days 00:44:59.000000000,2020-10-02 11:12:19.198411,,2699,1518,0
1126,46342969,6960844764,2020-10-02 10:27:28.198411,,0 days 00:33:52.000000000,2020-10-02 11:01:20.198411,,2032,1126,0
1333,7883650416,2311099032,2020-10-02 10:27:30.198411,,0 days 01:23:51.000000000,2020-10-02 11:51:21.198411,,5031,1333,0
2060,1587126024,46422430,2020-10-02 10:27:31.198411,,0 days 00:31:16.000000000,2020-10-02 10:58:47.198411,,1876,2060,0
983,1587126023,46409493,2020-10-02 10:27:32.198411,,0 days 00:19:58.000000000,2020-10-02 10:47:30.198411,,1198,983,0
3196,2400161649,46374077,2020-10-02 10:27:34.198411,,0 days 00:32:14.000000000,2020-10-02 10:59:48.198411,,1934,3196,0
127,46380158,46298944,2020-10-02 10:27:40.198411,,0 days 01:00:09.000000000,2020-10-02 11:27:49.198411,,3609,127,0
469,46275865,46362980,2020-10-02 10:27:40.198411,,0 days 00:52:06.000000000,2020-10-02 11:19:46.198411,,3126,469,0
2370,46420750,46435545,2020-10-02 10:27:49.198411,,0 days 00:13:50.000000000,2020-10-02 10:41:39.198411,,830,2370,0
1879,1976785552,7042617202,2020-10-02 10:27:49.198411,,0 days 00:44:52.000000000,2020-10-02 11:12:41.198411,,2692,1879,0
2211,46341565,46340766,2020-10-02 10:27:50.198411,,0 days 00:01:19.000000000,2020-10-02 10:29:09.198411,,79,2211,0
1404,46189822,46408253,2020-10-02 10:27:51.198411,,0 days 02:21:48.000000000,2020-10-02 12:49:39.198411,,8508,1404,0
1957,46257808,46345042,2020-10-02 10:27:53.198411,,0 days 01:38:42.000000000,2020-10-02 12:06:35.198411,,5922,1957,0
1248,46330847,6871476538,2020-10-02 10:27:55.198411,,0 days 01:03:27.000000000,2020-10-02 11:31:22.198411,,3807,1248,0
2216,46318613,46385483,2020-10-02 10:28:00.198411,,0 days 00:40:53.000000000,2020-10-02 11:08:53.198411,,2453,2216,0
1625,46291491,46408248,2020-10-02 10:28:07.198411,,0 days 02:05:10.000000000,2020-10-02 12:33:17.198411,,7510,1625,0
2920,343262180,46338006,2020-10-02 10:28:14.198411,,0 days 00:34:57.000000000,2020-10-02 11:03:11.198411,,2097,2920,0
1778,46415905,26586128,2020-10-02 10:28:15.198411,,0 days 00:26:29.000000000,2020-10-02 10:54:44.198411,,1589,1778,0
